idweb,dateparution,datelimitereponse,dept,code_departement,nomacheteur,type_acheteur,objet,descripteur_str,famille_libelle,procedure_libelle,nature_libelle,filename,source_schema,score_perimetre,dans_perimetre,cyclable_detecte,cyclable_mots,alerte_l228,vrai_conforme,faux_conforme,url_avis,url_pdf
26-61905,2026-06-25,,35,['35'],SERVICE CONSTRUCTION,Autre,"Construction de 62 logements collectifs ZAC Maurepas Gayeulles Lot 29 et 30, Avenue Rochester à RENNES",bâtiment,Marchés européens,Procédure Négociée,Résultat de marché,26-61905,3.2.5,-1,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-61905,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-61905.pdf
26-62062,2026-06-25,2026-07-27 10:00:00,27,['27'],BERNAY - Bourg le Comte,Autre,"Amélioration de 304 logements collectifs ""Bourg le Comte Haut""","menuiserie, revêtements de sols, peinture (travaux), plomberie (travaux), ascenseur",Marchés européens,Procédure Ouverte,Avis de marché,26-62062,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62062,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62062.pdf
26-62402,2026-06-25,2026-07-30 10:00:00,10,['10'],COMMUNE DE NOGENT-SUR-SEINE,Ville,Travaux d'entretien et d'amélioration des bâtiments communaux - Relance des lots 2 - couverture et 7 - plomberie / sanitaire,"plomberie (travaux), couverture",Marchés européens,Procédure Ouverte,Avis de marché,26-62402,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62402,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62402.pdf
26-62417,2026-06-25,2026-09-14 18:00:00,38,['38'],VILLE DE GRENOBLE,Ville,CENTRE SPORTIF LA RAMPE - Travaux de réhabilitation globale (tranche 2),"electricité (travaux), menuiserie, serrurerie, voirie et réseaux divers, amiante (désamiantage)",Marchés européens,Procédure Ouverte,Avis de marché,26-62417,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62417,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62417.pdf
26-62692,2026-06-25,2026-07-10 10:00:00,91,['91'],Mairie de Villebon-sur-Yvette,Ville,Les travaux de construction d'un Centre Technique Communal à Villebon-sur-Yvette,"bâtiment, gros oeuvre, voirie et réseaux divers, electricité (travaux), couverture",Marchés européens,Procédure Ouverte,Avis de marché,26-62692,3.2.5,2,True,False,,True,False,True,https://www.boamp.fr/pages/avis/?q=idweb:26-62692,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62692.pdf
26-62830,2026-06-25,,27,['27'],Communauté d'agglomération Evreux Portes Normandie,Agglomération,Travaux de renouvellement du réseau d'alimentation en eau potable sur la voie communale 12 à Foucrainville,"alimentation en eau potable, canalisations",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-62830,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62830,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62830.pdf
26-62832,2026-06-25,,18,['18'],Conseil Départemental du Cher,Département,"Travaux en dépannage, maintenance, extension, rénovation et aménagement dans le cadre de lots techniques du bâtiment","electricité (travaux), maintenance, plomberie (travaux)",Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-62832,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62832,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62832.pdf
26-62809,2026-06-25,,75,"['75', '77', '78', '91', '92', '93', '94', '95']",DISP PARIS,Autre,TRAVAUX DE REMPLACEMENT DES GOUTTIERES AU CENTRE PENITENTIAIRE DE FRESNES,gouttières,Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-62809,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62809,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62809.pdf
26-63162,2026-06-25,2026-07-17 12:00:00,64,['64'],Communauté de communes de la vallée d&#039;ossau,Agglomération,"Entretien des cours d’eau, des milieux et des ouvrages associés sur le territoire de la communauté de communes de la vallée d'Ossau","travaux dans l'eau, végétaux",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63162,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63162,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63162.pdf
26-63287,2026-06-25,2026-07-09 16:00:00,38,['38'],Crous Grenoble Alpes,Autre,Travaux de peinture dans les bâtiments du Crous situés à Valence et dans les départements de Savoie et de Haute Savoie,peinture (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63287,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63287,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63287.pdf
26-63273,2026-06-25,2026-07-24 16:30:00,59,['59'],Conseil Départemental du Nord,Département,"Travaux de reconstruction de chaussée en agglomération, aménagements de sécurité, trottoirs, stationnements et assainissement sur la Rd 62 à Chemy","voirie, assainissement",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63273,3.2.5,3,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63273,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63273.pdf
26-63188,2026-06-25,,83,['83'],Commune de Saint-Raphaël,Ville,Construction D'Une Mezzanine Dans Une Salle De Sport Existante,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-63188,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63188,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63188.pdf
26-63196,2026-06-25,2026-09-04 12:00:00,51,['51'],MAIRIE 51300,Ville,CONSTRUCTION SALLE MULTISPORTS-.,tous corps d'état,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63196,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63196,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63196.pdf
26-63028,2026-06-25,2026-07-27 12:00:00,75,"['75', '77', '91', '78', '92', '93', '94', '95']",FRANCE TRAVAIL - IdF,Autre,Marché de travaux de pose et dépose de menuiseries extérieures en présence de matériaux contenant de l’amiante sur le site France Travail Paris Jean Moulin,"amiante (désamiantage), menuiserie",Marchés <90 k€ (MAPA),Procédure Adaptée,Avis de marché,26-63028,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63028,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63028.pdf
26-63182,2026-06-25,,78,['78'],Ville de Versailles,Ville,"Travaux d'aménagement du jardin sportif Chantiers / Ploix, à Versailles (2 lots)","espaces verts, voirie et réseaux divers, terrain de sport, aire de jeux, mobilier urbain",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-63182,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63182,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63182.pdf
26-63153,2026-06-25,2026-07-24 12:00:00,93,['93'],Syndicat Mixte des Réseaux d'Energie Calorifique à La Courneuve,Agglomération,DOUBLET GEOTHERMIQUE MOULIN NEUF - COMBLEMENT ET ABANDON DES PUITS AVEC RIG DE WORKOVER,géothermie,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63153,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63153,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63153.pdf
26-63172,2026-06-25,2026-07-31 15:00:00,75,"['75', '77', '91', '92', '93', '94', '95', '78']",Grand port fluvio maritime de l'axe Seine - Direction territoriale de Paris,Autre,Travaux de refonte du système de contrôle d'accès et maintenance au port de Limay - Porcheville,"contrôle d'accès, maintenance",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63172,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63172,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63172.pdf
26-62992,2026-06-25,2026-07-23 12:00:00,35,['35'],Commune de Dinard,Ville,Travaux de relamping sur plusieurs sites de la Ville de Dinard,electricité (travaux),Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-62992,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62992,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62992.pdf
26-62957,2026-06-25,2026-07-13 12:00:00,44,['44'],Natura 2000,Autre,"Réalisation de travaux nécessaires à la conservation d'une roselière sur le site "" Marais de Goulaine "". L'action vise à limiter l'envahissement du milieu naturel par les ligneux dont le saule.",espaces verts,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-62957,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62957,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62957.pdf
26-63211,2026-06-25,2026-07-23 11:00:00,38,['38'],CAPI - Mandataire agissant au nom et pour le compte de maître d'ouvrage : SARA Aménagement,Autre,Travaux de réparation du mur SAR2 à Saint Alban de Roche,ouvrage d'art,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63211,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63211,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63211.pdf
26-63132,2026-06-25,2026-07-27 12:00:00,60,['60'],CC Pays de Valois,Agglomération,Travaux d'interconnexion du réseau d'eau potable de la commune de Ormoy-le-Davien avec ceux de Lévignen et Gondreville,alimentation en eau potable,Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-63132,3.2.5,-3,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63132,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63132.pdf
26-62910,2026-06-25,2026-07-31 12:00:00,59,['59'],"Ville de Lomme, Commune associée à la Ville de Lille",Ville,"Travaux de réhabilitation de la Maison des Enfants et du Pavillon, à Lomme","chauffage (travaux), voirie et réseaux divers, electricité (travaux), démolition, gros oeuvre, carrelage, charpente, couverture, etanchéité, ravalement, isolation, bardage, menuiserie, plâtrerie, cloison, faux plafond, peinture (travaux), revêtements de sols",Marchés entre 90 k€ et seuils européens,Procédure Ouverte,Avis de marché,26-62910,3.2.5,0,False,False,,False,False,True,https://www.boamp.fr/pages/avis/?q=idweb:26-62910,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62910.pdf
26-62008,2026-06-25,,77,['77'],Département de Seine et Marne,Département,"Travaux de réparation, confortement, aménagement d'ouvrages d'art",ouvrage d'art,Marchés européens,Procédure Ouverte,Résultat de marché,26-62008,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62008,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62008.pdf
26-62645,2026-06-25,,10,['10'],Troyes Champagne Metropole,Agglomération,TRAVAUX DE CREATION DE LA ZONE D’AMÉNAGEMENT CONCERTÉ (ZAC) À SAINT-LYÉ - Lot n°1-.,tous corps d'état,Marchés européens,Procédure Ouverte,Résultat de marché,26-62645,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62645,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62645.pdf
26-61911,2026-06-25,2026-07-27 12:00:00,75,['75'],DRIEAT IF,Autre,Contournement Est de Roissy Réalisation d’un écran acoustique au Mesnil-Amelot,voirie et réseaux divers,Marchés européens,Procédure Ouverte,Avis de marché,26-61911,3.2.5,2,True,False,,True,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-61911,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-61911.pdf
26-62119,2026-06-25,2026-07-24 10:00:00,24,['24'],Commune de Coulounieix-Chamiers,Ville,"Construction d'un bâtiment et réalisation des aménagements paysagers
2ème relance après déclaration sans suite",bâtiment,Marchés européens,Procédure Ouverte,Avis de marché,26-62119,3.2.5,-4,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62119,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62119.pdf
26-62259,2026-06-25,2026-09-07 09:00:00,62,['62'],Communauté Urbaine d'Arras,Agglomération,Accord-cadre à bons de commande mono attributaire et à marchés subséquents multi-attributaires relatif aux travaux de bâtiments de la Communauté Urbaine d'Arras,"electricité (travaux), gros oeuvre, menuiserie, peinture (travaux), plomberie (travaux)",Marchés européens,Procédure Ouverte,Avis de marché,26-62259,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62259,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62259.pdf
26-62361,2026-06-25,2026-07-27 14:00:00,83,"['83', '6', '13']",METROPOLE TOULON PROVENCE MEDITERRANEE,Agglomération,25TRAV15 - ACCORD-CADRE A BONS DE COMMANDE DE TRAVAUX DE REHABILITATION ET DE RENOUVELLEMENT PAR TECHNIQUE SANS TRANCHEE DES RESEAUX PUBLICS D'EAU ET D'ASSAINISSEMENT,"assainissement, alimentation en eau potable",Marchés européens,Procédure Ouverte,Avis de marché,26-62361,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62361,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62361.pdf
26-62393,2026-06-25,2026-08-25 11:00:00,13,"['13', '83']",Var Aménagement Développement au nom et pour le compte du CD83,Département,travaux de rénovation énergétique et de désamiantage du collège Font de Fillol à Six-Fours-les-Plages,"amiante (désamiantage), gros oeuvre",Marchés européens,Procédure Ouverte,Avis de marché,26-62393,3.2.5,-3,False,False,,False,False,True,https://www.boamp.fr/pages/avis/?q=idweb:26-62393,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62393.pdf
26-62466,2026-06-25,2026-09-01 10:00:00,13,['13'],GRAND PORT MARITIME DE MARSEILLE,Autre,"Travaux d'entretien, de dépannage et de réparation des installations climatiques/chauffage/VMC du GPMM","chauffage (exploitation, entretien), chauffage (travaux), climatisation",Marchés européens,Procédure Ouverte,Avis de marché,26-62466,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62466,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62466.pdf
26-62658,2026-06-25,,25,"['25', '39', '54', '57', '67', '68', '70', '88', '90']",SID Nord-Est,Autre,BESANCON (25) Annexe Lyautey - Installation du BCQG et 7°CCTB (CCAEM),"amiante (désamiantage), dépollution, ingénierie, maintenance, mission d'ordonnancement, pilotage, coordination (opc), tous corps d'état",Marchés européens,Procédure Négociée,Avis de marché,26-62658,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62658,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62658.pdf
26-62021,2026-06-25,,77,['77'],VILLE DE VILLEPARISIS,Ville,"Fourniture et pose de clôtures, portails et portillons pour les équipements communaux de la Ville de Villeparisis","clôture, décoration (travaux), porte automatique, portail",Marchés européens,Procédure Ouverte,Résultat de marché,26-62021,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62021,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62021.pdf
26-62091,2026-06-25,,88,['88'],Conseil Départemental des Vosges,Département,Travaux de reconstruction de la Maison de l’Enfance et de la Famille de Golbey - relance lot 12-.,tous corps d'état,Marchés européens,Procédure Ouverte,Résultat de marché,26-62091,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62091,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62091.pdf
26-62650,2026-06-25,,56,['56'],SPL Equipements du Morbihan,Autre,Construction de l'externat du collège Saint-Exupéry et construction d'un complexe sportif à VANNES (56)- Lot 24,bâtiment,Marchés européens,Procédure Ouverte,Résultat de marché,26-62650,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62650,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62650.pdf
26-62258,2026-06-25,2026-07-23 10:00:00,73,"['73', '69', '38', '74']",Syndicat Mixte de l'Isère et de l'Arc en Combe de Savoie,Agglomération,Travaux de confortement de la digue rive gauche de l'Isère au droit du pont de Coise,"digue, rivières/ruisseaux, enrochements, terrassement",Marchés européens,Procédure Ouverte,Avis de marché,26-62258,3.2.5,-2,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62258,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62258.pdf
26-62768,2026-06-25,,29,['29'],VALCOR,Autre,Reprise et achèvement des travaux de modernisation du traitement des fumées de l'UVED de Concarneau (FR29900),antipollution (équipement),Marchés européens,Procédure Négociée,Avis informatif,26-62768,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62768,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62768.pdf
26-62618,2026-06-25,2026-07-27 14:00:00,31,['31'],Conseil départemental de la Haute-Garonne,Département,TRAVAUX DE SIGNALISATION HORIZONTALE,"peinture (travaux), signalisation",Marchés européens,Procédure Ouverte,Avis de marché,26-62618,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62618,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62618.pdf
26-63005,2026-06-25,,44,['44'],Nantes Métropole,Agglomération,Aménagement de 3 réserves incendie,"réservoir, sécurité incendie",Marchés entre 90 k€ et seuils européens,Procédure NC,Rectificatif,26-63005,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-63005,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-63005.pdf
26-62884,2026-06-25,,75,['75'],ASSISTANCE PUBLIQUE HOPITAUX DE PARIS,Autre,Relocalisation service d'hospitalisation Psychiatrie - Site Saint Antoine,bâtiment,Marchés entre 90 k€ et seuils européens,Procédure NC,Résultat de marché,26-62884,3.2.5,0,False,False,,False,False,False,https://www.boamp.fr/pages/avis/?q=idweb:26-62884,https://www.boamp.fr/telechargements/FILES/PDF/2026/06/26-62884.pdf
